Text Collection,# of Positive Labeled Documents,k,One Class Learning Threshold,F1 Score
wap,30,11,0.30,0.2660
wap,30,11,0.35,0.2305
wap,30,11,0.40,0.1999
wap,30,11,0.45,0.1695
wap,30,11,0.50,0.1338
wap,30,11,0.55,0.1043
wap,30,11,0.60,0.0848
wap,30,11,0.65,0.0661
wap,30,11,0.70,0.0460
wap,30,11,0.75,0.0285
wap,30,11,0.80,0.0159
wap,30,11,0.85,0.0080
wap,30,11,0.90,0.0025
wap,30,11,0.95,0.0004
wap,30,11,average+1sigma,0.0781
wap,30,11,average+2sigma,0.0632
wap,30,11,average+3sigma,0.0478
wap,30,11,average-1sigma,0.1108
wap,30,11,average-2sigma,0.1268
wap,30,11,average-3sigma,0.1537
wap,30,11,average,0.0944
wap,30,11,minimum,0.2970
wap,30,13,0.05,0.1618
wap,30,13,0.10,0.3256
wap,30,13,0.15,0.3926
wap,30,13,0.20,0.3709
wap,30,13,0.25,0.3206
wap,30,13,0.30,0.2649
wap,30,13,0.35,0.2290
wap,30,13,0.40,0.2016
wap,30,13,0.45,0.1718
wap,30,13,0.50,0.1371
wap,30,13,0.55,0.1083
wap,30,13,0.60,0.0898
wap,30,13,0.65,0.0717
wap,30,13,0.70,0.0550
wap,30,13,0.75,0.0374
wap,30,13,0.80,0.0245
wap,30,13,0.85,0.0139
wap,30,13,0.90,0.0028
wap,30,13,0.95,0.0008
wap,30,13,average+1sigma,0.0793
wap,30,13,average+2sigma,0.0660
wap,30,13,average+3sigma,0.0529
wap,30,13,average-1sigma,0.1107
wap,30,13,average-2sigma,0.1267
wap,30,13,average-3sigma,0.1527
wap,30,13,average,0.0945
wap,30,13,minimum,0.2938
wap,30,15,0.05,0.1615
wap,30,15,0.10,0.3250
wap,30,15,0.15,0.3910
wap,30,15,0.20,0.3733
wap,30,15,0.25,0.3242
wap,30,15,0.30,0.2691
wap,30,15,0.35,0.2334
wap,30,15,0.40,0.2036
wap,30,15,0.45,0.1747
wap,30,15,0.50,0.1377
wap,30,15,0.55,0.1110
wap,30,15,0.60,0.0916
wap,30,15,0.65,0.0728
wap,30,15,0.70,0.0543
wap,30,15,0.75,0.0414
wap,30,15,0.80,0.0293
wap,30,15,0.85,0.0205
wap,30,15,0.90,0.0104
wap,30,15,0.95,0.0012
wap,30,15,average+1sigma,0.0790
wap,30,15,average+2sigma,0.0653
wap,30,15,average+3sigma,0.0529
wap,30,15,average-1sigma,0.1089
wap,30,15,average-2sigma,0.1234
wap,30,15,average-3sigma,0.1492
wap,30,15,average,0.0934
wap,30,15,minimum,0.2993
wap,30,17,0.05,0.1615
wap,30,17,0.10,0.3250
wap,30,17,0.15,0.3910
wap,30,17,0.20,0.3733
wap,30,17,0.25,0.3242
wap,30,17,0.30,0.2691
wap,30,17,0.35,0.2334
wap,30,17,0.40,0.2036
wap,30,17,0.45,0.1747
wap,30,17,0.50,0.1377
wap,30,17,0.55,0.1110
wap,30,17,0.60,0.0916
wap,30,17,0.65,0.0728
wap,30,17,0.70,0.0543
wap,30,17,0.75,0.0414
wap,30,17,0.80,0.0293
wap,30,17,0.85,0.0205
wap,30,17,0.90,0.0104
wap,30,17,0.95,0.0012
wap,30,17,average+1sigma,0.0790
wap,30,17,average+2sigma,0.0653
wap,30,17,average+3sigma,0.0529
wap,30,17,average-1sigma,0.1089
wap,30,17,average-2sigma,0.1234
wap,30,17,average-3sigma,0.1492
wap,30,17,average,0.0934
wap,30,17,minimum,0.2993
wap,30,19,0.05,0.1615
wap,30,19,0.10,0.3250
wap,30,19,0.15,0.3910
wap,30,19,0.20,0.3733
wap,30,19,0.25,0.3242
wap,30,19,0.30,0.2691
wap,30,19,0.35,0.2334
wap,30,19,0.40,0.2036
wap,30,19,0.45,0.1747
wap,30,19,0.50,0.1377
wap,30,19,0.55,0.1110
wap,30,19,0.60,0.0916
wap,30,19,0.65,0.0728
wap,30,19,0.70,0.0543
wap,30,19,0.75,0.0414
wap,30,19,0.80,0.0293
wap,30,19,0.85,0.0205
wap,30,19,0.90,0.0104
wap,30,19,0.95,0.0012
wap,30,19,average+1sigma,0.0790
wap,30,19,average+2sigma,0.0653
wap,30,19,average+3sigma,0.0529
wap,30,19,average-1sigma,0.1089
wap,30,19,average-2sigma,0.1234
wap,30,19,average-3sigma,0.1492
wap,30,19,average,0.0934
wap,30,19,minimum,0.2993
wap,30,1,0.05,0.1447
wap,30,1,0.10,0.3259
wap,30,1,0.15,0.4070
wap,30,1,0.20,0.3990
wap,30,1,0.25,0.3213
wap,30,1,0.30,0.2357
wap,30,1,0.35,0.1653
wap,30,1,0.40,0.1289
wap,30,1,0.45,0.1042
wap,30,1,0.50,0.0807
wap,30,1,0.55,0.0450
wap,30,1,0.60,0.0209
wap,30,1,0.65,0.0021
wap,30,1,0.70,0.0000
wap,30,1,0.75,0.0000
wap,30,1,0.80,0.0000
wap,30,1,0.85,0.0000
wap,30,1,0.90,0.0000
wap,30,1,0.95,0.0000
wap,30,1,average+1sigma,0.1817
wap,30,1,average+2sigma,0.1675
wap,30,1,average+3sigma,0.1496
wap,30,1,average-1sigma,0.2130
wap,30,1,average-2sigma,0.2349
wap,30,1,average-3sigma,0.2646
wap,30,1,average,0.1970
wap,30,1,minimum,0.3942
wap,30,3,0.05,0.1571
wap,30,3,0.10,0.3295
wap,30,3,0.15,0.4019
wap,30,3,0.20,0.3806
wap,30,3,0.25,0.3167
wap,30,3,0.30,0.2549
wap,30,3,0.35,0.2077
wap,30,3,0.40,0.1749
wap,30,3,0.45,0.1429
wap,30,3,0.50,0.1154
wap,30,3,0.55,0.0864
wap,30,3,0.60,0.0607
wap,30,3,0.65,0.0405
wap,30,3,0.70,0.0218
wap,30,3,0.75,0.0122
wap,30,3,0.80,0.0034
wap,30,3,0.85,0.0007
wap,30,3,0.90,0.0003
wap,30,3,0.95,0.0000
wap,30,3,average+1sigma,0.1210
wap,30,3,average+2sigma,0.1065
wap,30,3,average+3sigma,0.0896
wap,30,3,average-1sigma,0.1596
wap,30,3,average-2sigma,0.1750
wap,30,3,average-3sigma,0.1971
wap,30,3,average,0.1383
wap,30,3,minimum,0.3472
wap,30,5,0.05,0.1622
wap,30,5,0.10,0.3287
wap,30,5,0.15,0.3953
wap,30,5,0.20,0.3710
wap,30,5,0.25,0.3195
wap,30,5,0.30,0.2604
wap,30,5,0.35,0.2270
wap,30,5,0.40,0.1964
wap,30,5,0.45,0.1671
wap,30,5,0.50,0.1308
wap,30,5,0.55,0.1029
wap,30,5,0.60,0.0830
wap,30,5,0.65,0.0640
wap,30,5,0.70,0.0396
wap,30,5,0.75,0.0261
wap,30,5,0.80,0.0082
wap,30,5,0.85,0.0040
wap,30,5,0.90,0.0009
wap,30,5,0.95,0.0000
wap,30,5,average+1sigma,0.0952
wap,30,5,average+2sigma,0.0813
wap,30,5,average+3sigma,0.0661
wap,30,5,average-1sigma,0.1256
wap,30,5,average-2sigma,0.1386
wap,30,5,average-3sigma,0.1652
wap,30,5,average,0.1102
wap,30,5,minimum,0.3093
wap,30,7,0.05,0.1622
wap,30,7,0.10,0.3275
wap,30,7,0.15,0.3945
wap,30,7,0.20,0.3710
wap,30,7,0.25,0.3203
wap,30,7,0.30,0.2625
wap,30,7,0.35,0.2281
wap,30,7,0.40,0.1979
wap,30,7,0.45,0.1692
wap,30,7,0.50,0.1341
wap,30,7,0.55,0.1072
wap,30,7,0.60,0.0852
wap,30,7,0.65,0.0670
wap,30,7,0.70,0.0453
wap,30,7,0.75,0.0286
wap,30,7,0.80,0.0170
wap,30,7,0.85,0.0087
wap,30,7,0.90,0.0009
wap,30,7,0.95,0.0000
wap,30,7,average+1sigma,0.0919
wap,30,7,average+2sigma,0.0791
wap,30,7,average+3sigma,0.0650
wap,30,7,average-1sigma,0.1224
wap,30,7,average-2sigma,0.1352
wap,30,7,average-3sigma,0.1619
wap,30,7,average,0.1059
wap,30,7,minimum,0.3033
wap,30,9,0.05,0.1620
wap,30,9,0.10,0.3268
wap,30,9,0.15,0.3938
wap,30,9,0.20,0.3746
wap,30,9,0.25,0.3165
wap,30,9,0.30,0.2615
wap,30,9,0.35,0.2272
wap,30,9,0.40,0.1980
wap,30,9,0.45,0.1694
wap,30,9,0.50,0.1353
wap,30,9,0.55,0.1081
wap,30,9,0.60,0.0874
wap,30,9,0.65,0.0682
wap,30,9,0.70,0.0490
wap,30,9,0.75,0.0333
wap,30,9,0.80,0.0189
wap,30,9,0.85,0.0114
wap,30,9,0.90,0.0016
wap,30,9,0.95,0.0000
wap,30,9,average+1sigma,0.0865
wap,30,9,average+2sigma,0.0722
wap,30,9,average+3sigma,0.0565
wap,30,9,average-1sigma,0.1184
wap,30,9,average-2sigma,0.1336
wap,30,9,average-3sigma,0.1584
wap,30,9,average,0.1023
wap,30,9,minimum,0.3030
wap,5,11,0.05,0.3009
wap,5,11,0.10,0.4243
wap,5,11,0.15,0.3913
wap,5,11,0.20,0.3277
wap,5,11,0.25,0.2670
wap,5,11,0.30,0.2306
wap,5,11,0.35,0.1905
wap,5,11,0.40,0.1553
wap,5,11,0.45,0.1108
wap,5,11,0.50,0.0904
wap,5,11,0.55,0.0765
wap,5,11,0.60,0.0651
wap,5,11,0.65,0.0544
wap,5,11,0.70,0.0457
wap,5,11,0.75,0.0312
wap,5,11,0.80,0.0188
wap,5,11,0.85,0.0162
wap,5,11,0.90,0.0067
wap,5,11,0.95,0.0028
wap,5,11,average+1sigma,0.0050
wap,5,11,average+2sigma,0.0016
wap,5,11,average+3sigma,0.0008
wap,5,11,average-1sigma,0.0191
wap,5,11,average-2sigma,0.0354
wap,5,11,average-3sigma,0.0712
wap,5,11,average,0.0108
wap,5,11,minimum,0.0666
wap,5,13,0.05,0.3009
wap,5,13,0.10,0.4243
wap,5,13,0.15,0.3913
wap,5,13,0.20,0.3277
wap,5,13,0.25,0.2670
wap,5,13,0.30,0.2306
wap,5,13,0.35,0.1905
wap,5,13,0.40,0.1553
wap,5,13,0.45,0.1108
wap,5,13,0.50,0.0904
wap,5,13,0.55,0.0765
wap,5,13,0.60,0.0651
wap,5,13,0.65,0.0544
wap,5,13,0.70,0.0457
wap,5,13,0.75,0.0312
wap,5,13,0.80,0.0188
wap,5,13,0.85,0.0162
wap,5,13,0.90,0.0067
wap,5,13,0.95,0.0028
wap,5,13,average+1sigma,0.0050
wap,5,13,average+2sigma,0.0016
wap,5,13,average+3sigma,0.0008
wap,5,13,average-1sigma,0.0191
wap,5,13,average-2sigma,0.0354
wap,5,13,average-3sigma,0.0712
wap,5,13,average,0.0108
wap,5,13,minimum,0.0666
wap,5,15,0.05,0.3009
wap,5,15,0.10,0.4243
wap,5,15,0.15,0.3913
wap,5,15,0.20,0.3277
wap,5,15,0.25,0.2670
wap,5,15,0.30,0.2306
wap,5,15,0.35,0.1905
wap,5,15,0.40,0.1553
wap,5,15,0.45,0.1108
wap,5,15,0.50,0.0904
wap,5,15,0.55,0.0765
wap,5,15,0.60,0.0651
wap,5,15,0.65,0.0544
wap,5,15,0.70,0.0457
wap,5,15,0.75,0.0312
wap,5,15,0.80,0.0188
wap,5,15,0.85,0.0162
wap,5,15,0.90,0.0067
wap,5,15,0.95,0.0028
wap,5,15,average+1sigma,0.0050
wap,5,15,average+2sigma,0.0016
wap,5,15,average+3sigma,0.0008
wap,5,15,average-1sigma,0.0191
wap,5,15,average-2sigma,0.0354
wap,5,15,average-3sigma,0.0712
wap,5,15,average,0.0108
wap,5,15,minimum,0.0666
wap,5,17,0.05,0.3009
wap,5,17,0.10,0.4243
wap,5,17,0.15,0.3913
wap,5,17,0.20,0.3277
wap,5,17,0.25,0.2670
wap,5,17,0.30,0.2306
wap,5,17,0.35,0.1905
wap,5,17,0.40,0.1553
wap,5,17,0.45,0.1108
wap,5,17,0.50,0.0904
wap,5,17,0.55,0.0765
wap,5,17,0.60,0.0651
wap,5,17,0.65,0.0544
wap,5,17,0.70,0.0457
wap,5,17,0.75,0.0312
wap,5,17,0.80,0.0188
wap,5,17,0.85,0.0162
wap,5,17,0.90,0.0067
wap,5,17,0.95,0.0028
wap,5,17,average+1sigma,0.0050
wap,5,17,average+2sigma,0.0016
wap,5,17,average+3sigma,0.0008
wap,5,17,average-1sigma,0.0191
wap,5,17,average-2sigma,0.0354
wap,5,17,average-3sigma,0.0712
wap,5,17,average,0.0108
wap,5,17,minimum,0.0666
wap,5,19,0.05,0.3009
wap,5,19,0.10,0.4243
wap,5,19,0.15,0.3913
wap,5,19,0.20,0.3277
wap,5,19,0.25,0.2670
wap,5,19,0.30,0.2306
wap,5,19,0.35,0.1905
wap,5,19,0.40,0.1553
wap,5,19,0.45,0.1108
wap,5,19,0.50,0.0904
wap,5,19,0.55,0.0765
wap,5,19,0.60,0.0651
wap,5,19,0.65,0.0544
wap,5,19,0.70,0.0457
wap,5,19,0.75,0.0312
wap,5,19,0.80,0.0188
wap,5,19,0.85,0.0162
wap,5,19,0.90,0.0067
wap,5,19,0.95,0.0028
wap,5,19,average+1sigma,0.0050
wap,5,19,average+2sigma,0.0016
wap,5,19,average+3sigma,0.0008
wap,5,19,average-1sigma,0.0191
wap,5,19,average-2sigma,0.0354
wap,5,19,average-3sigma,0.0712
wap,5,19,average,0.0108
wap,5,19,minimum,0.0666
wap,5,1,0.05,0.3075
wap,5,1,0.10,0.4575
wap,5,1,0.15,0.4179
wap,5,1,0.20,0.3170
wap,5,1,0.25,0.2209
wap,5,1,0.30,0.1640
wap,5,1,0.35,0.1318
wap,5,1,0.40,0.1042
wap,5,1,0.45,0.0731
wap,5,1,0.50,0.0359
wap,5,1,0.55,0.0161
wap,5,1,0.60,0.0086
wap,5,1,0.65,0.0056
wap,5,1,0.70,0.0026
wap,5,1,0.75,0.0013
wap,5,1,0.80,0.0011
wap,5,1,0.85,0.0000
wap,5,1,0.90,0.0000
wap,5,1,0.95,0.0000
wap,5,1,average+1sigma,0.0139
wap,5,1,average+2sigma,0.0070
wap,5,1,average+3sigma,0.0050
wap,5,1,average-1sigma,0.0449
wap,5,1,average-2sigma,0.0886
wap,5,1,average-3sigma,0.1420
wap,5,1,average,0.0229
wap,5,1,minimum,0.1297
wap,5,3,0.05,0.3092
wap,5,3,0.10,0.4418
wap,5,3,0.15,0.3981
wap,5,3,0.20,0.3202
wap,5,3,0.25,0.2491
wap,5,3,0.30,0.2003
wap,5,3,0.35,0.1678
wap,5,3,0.40,0.1350
wap,5,3,0.45,0.1018
wap,5,3,0.50,0.0815
wap,5,3,0.55,0.0621
wap,5,3,0.60,0.0470
wap,5,3,0.65,0.0339
wap,5,3,0.70,0.0241
wap,5,3,0.75,0.0146
wap,5,3,0.80,0.0090
wap,5,3,0.85,0.0065
wap,5,3,0.90,0.0027
wap,5,3,0.95,0.0005
wap,5,3,average+1sigma,0.0069
wap,5,3,average+2sigma,0.0037
wap,5,3,average+3sigma,0.0027
wap,5,3,average-1sigma,0.0286
wap,5,3,average-2sigma,0.0422
wap,5,3,average-3sigma,0.0999
wap,5,3,average,0.0140
wap,5,3,minimum,0.0739
wap,5,5,0.05,0.3009
wap,5,5,0.10,0.4243
wap,5,5,0.15,0.3913
wap,5,5,0.20,0.3277
wap,5,5,0.25,0.2670
wap,5,5,0.30,0.2306
wap,5,5,0.35,0.1905
wap,5,5,0.40,0.1553
wap,5,5,0.45,0.1108
wap,5,5,0.50,0.0904
wap,5,5,0.55,0.0765
wap,5,5,0.60,0.0651
wap,5,5,0.65,0.0544
wap,5,5,0.70,0.0457
wap,5,5,0.75,0.0312
wap,5,5,0.80,0.0188
wap,5,5,0.85,0.0162
wap,5,5,0.90,0.0067
wap,5,5,0.95,0.0028
wap,5,5,average+1sigma,0.0050
wap,5,5,average+2sigma,0.0016
wap,5,5,average+3sigma,0.0008
wap,5,5,average-1sigma,0.0191
wap,5,5,average-2sigma,0.0354
wap,5,5,average-3sigma,0.0712
wap,5,5,average,0.0108
wap,5,5,minimum,0.0666
wap,5,7,0.05,0.3009
wap,5,7,0.10,0.4243
wap,5,7,0.15,0.3913
wap,5,7,0.20,0.3277
wap,5,7,0.25,0.2670
wap,5,7,0.30,0.2306
wap,5,7,0.35,0.1905
wap,5,7,0.40,0.1553
wap,5,7,0.45,0.1108
wap,5,7,0.50,0.0904
wap,5,7,0.55,0.0765
wap,5,7,0.60,0.0651
wap,5,7,0.65,0.0544
wap,5,7,0.70,0.0457
wap,5,7,0.75,0.0312
wap,5,7,0.80,0.0188
wap,5,7,0.85,0.0162
wap,5,7,0.90,0.0067
wap,5,7,0.95,0.0028
wap,5,7,average+1sigma,0.0050
wap,5,7,average+2sigma,0.0016
wap,5,7,average+3sigma,0.0008
wap,5,7,average-1sigma,0.0191
wap,5,7,average-2sigma,0.0354
wap,5,7,average-3sigma,0.0712
wap,5,7,average,0.0108
wap,5,7,minimum,0.0666
wap,5,9,0.05,0.3009
wap,5,9,0.10,0.4243
wap,5,9,0.15,0.3913
wap,5,9,0.20,0.3277
wap,5,9,0.25,0.2670
wap,5,9,0.30,0.2306
wap,5,9,0.35,0.1905
wap,5,9,0.40,0.1553
wap,5,9,0.45,0.1108
wap,5,9,0.50,0.0904
wap,5,9,0.55,0.0765
wap,5,9,0.60,0.0651
wap,5,9,0.65,0.0544
wap,5,9,0.70,0.0457
wap,5,9,0.75,0.0312
wap,5,9,0.80,0.0188
wap,5,9,0.85,0.0162
wap,5,9,0.90,0.0067
wap,5,9,0.95,0.0028
wap,5,9,average+1sigma,0.0050
wap,5,9,average+2sigma,0.0016
wap,5,9,average+3sigma,0.0008
wap,5,9,average-1sigma,0.0191
wap,5,9,average-2sigma,0.0354
wap,5,9,average-3sigma,0.0712
wap,5,9,average,0.0108
wap,5,9,minimum,0.0666
fbis,1,11,0.05,0.2937
fbis,1,11,0.10,0.3940
fbis,1,11,0.15,0.3969
fbis,1,11,0.20,0.3445
fbis,1,11,0.25,0.2833
fbis,1,11,0.30,0.2238
fbis,1,11,0.35,0.1709
fbis,1,11,0.40,0.1233
fbis,1,11,0.45,0.0884
fbis,1,11,0.50,0.0626
fbis,1,11,0.55,0.0430
fbis,1,11,0.60,0.0293
fbis,1,11,0.65,0.0200
fbis,1,11,0.70,0.0102
fbis,1,11,0.75,0.0072
fbis,1,11,0.80,0.0047
fbis,1,11,0.85,0.0035
fbis,1,11,0.90,0.0027
fbis,1,11,0.95,0.0026
fbis,1,11,average+1sigma,0.0000
fbis,1,11,average+2sigma,0.0000
fbis,1,11,average+3sigma,0.0000
fbis,1,11,average-1sigma,0.0000
fbis,1,11,average-2sigma,0.0000
fbis,1,11,average-3sigma,0.0000
fbis,1,11,average,0.0000
fbis,1,11,minimum,0.0000
fbis,1,13,0.05,0.2937
fbis,1,13,0.10,0.3940
fbis,1,13,0.15,0.3969
fbis,1,13,0.20,0.3445
fbis,1,13,0.25,0.2833
fbis,1,13,0.30,0.2238
fbis,1,13,0.35,0.1709
fbis,1,13,0.40,0.1233
fbis,1,13,0.45,0.0884
fbis,1,13,0.50,0.0626
fbis,1,13,0.55,0.0430
fbis,1,13,0.60,0.0293
fbis,1,13,0.65,0.0200
fbis,1,13,0.70,0.0102
fbis,1,13,0.75,0.0072
fbis,1,13,0.80,0.0047
fbis,1,13,0.85,0.0035
fbis,1,13,0.90,0.0027
fbis,1,13,0.95,0.0026
fbis,1,13,average+1sigma,0.0000
fbis,1,13,average+2sigma,0.0000
fbis,1,13,average+3sigma,0.0000
fbis,1,13,average-1sigma,0.0000
fbis,1,13,average-2sigma,0.0000
fbis,1,13,average-3sigma,0.0000
fbis,1,13,average,0.0000
fbis,1,13,minimum,0.0000
fbis,1,15,0.05,0.2937
fbis,1,15,0.10,0.3940
fbis,1,15,0.15,0.3969
fbis,1,15,0.20,0.3445
fbis,1,15,0.25,0.2833
fbis,1,15,0.30,0.2238
fbis,1,15,0.35,0.1709
fbis,1,15,0.40,0.1233
fbis,1,15,0.45,0.0884
fbis,1,15,0.50,0.0626
fbis,1,15,0.55,0.0430
fbis,1,15,0.60,0.0293
fbis,1,15,0.65,0.0200
fbis,1,15,0.70,0.0102
fbis,1,15,0.75,0.0072
fbis,1,15,0.80,0.0047
fbis,1,15,0.85,0.0035
fbis,1,15,0.90,0.0027
fbis,1,15,0.95,0.0026
fbis,1,15,average+1sigma,0.0000
fbis,1,15,average+2sigma,0.0000
fbis,1,15,average+3sigma,0.0000
fbis,1,15,average-1sigma,0.0000
fbis,1,15,average-2sigma,0.0000
fbis,1,15,average-3sigma,0.0000
fbis,1,15,average,0.0000
fbis,1,15,minimum,0.0000
fbis,1,17,0.05,0.2937
fbis,1,17,0.10,0.3940
fbis,1,17,0.15,0.3969
fbis,1,17,0.20,0.3445
fbis,1,17,0.25,0.2833
fbis,1,17,0.30,0.2238
fbis,1,17,0.35,0.1709
fbis,1,17,0.40,0.1233
fbis,1,17,0.45,0.0884
fbis,1,17,0.50,0.0626
fbis,1,17,0.55,0.0430
fbis,1,17,0.60,0.0293
fbis,1,17,0.65,0.0200
fbis,1,17,0.70,0.0102
fbis,1,17,0.75,0.0072
fbis,1,17,0.80,0.0047
fbis,1,17,0.85,0.0035
fbis,1,17,0.90,0.0027
fbis,1,17,0.95,0.0026
fbis,1,17,average+1sigma,0.0000
fbis,1,17,average+2sigma,0.0000
fbis,1,17,average+3sigma,0.0000
fbis,1,17,average-1sigma,0.0000
fbis,1,17,average-2sigma,0.0000
fbis,1,17,average-3sigma,0.0000
fbis,1,17,average,0.0000
fbis,1,17,minimum,0.0000
fbis,1,19,0.05,0.2937
fbis,1,19,0.10,0.3940
fbis,1,19,0.15,0.3969
fbis,1,19,0.20,0.3445
fbis,1,19,0.25,0.2833
fbis,1,19,0.30,0.2238
fbis,1,19,0.35,0.1709
fbis,1,19,0.40,0.1233
fbis,1,19,0.45,0.0884
fbis,1,19,0.50,0.0626
fbis,1,19,0.55,0.0430
fbis,1,19,0.60,0.0293
fbis,1,19,0.65,0.0200
fbis,1,19,0.70,0.0102
fbis,1,19,0.75,0.0072
fbis,1,19,0.80,0.0047
fbis,1,19,0.85,0.0035
fbis,1,19,0.90,0.0027
fbis,1,19,0.95,0.0026
fbis,1,19,average+1sigma,0.0000
fbis,1,19,average+2sigma,0.0000
fbis,1,19,average+3sigma,0.0000
fbis,1,19,average-1sigma,0.0000
fbis,1,19,average-2sigma,0.0000
fbis,1,19,average-3sigma,0.0000
fbis,1,19,average,0.0000
fbis,1,19,minimum,0.0000
fbis,1,1,0.05,0.2937
fbis,1,1,0.10,0.3940
fbis,1,1,0.15,0.3969
fbis,1,1,0.20,0.3445
fbis,1,1,0.25,0.2833
fbis,1,1,0.30,0.2238
fbis,1,1,0.35,0.1709
fbis,1,1,0.40,0.1233
fbis,1,1,0.45,0.0884
fbis,1,1,0.50,0.0626
fbis,1,1,0.55,0.0430
fbis,1,1,0.60,0.0293
fbis,1,1,0.65,0.0200
fbis,1,1,0.70,0.0102
fbis,1,1,0.75,0.0072
fbis,1,1,0.80,0.0047
fbis,1,1,0.85,0.0035
fbis,1,1,0.90,0.0027
fbis,1,1,0.95,0.0026
fbis,1,1,average+1sigma,0.0000
fbis,1,1,average+2sigma,0.0000
fbis,1,1,average+3sigma,0.0000
fbis,1,1,average-1sigma,0.0000
fbis,1,1,average-2sigma,0.0000
fbis,1,1,average-3sigma,0.0000
fbis,1,1,average,0.0000
fbis,1,1,minimum,0.0000
fbis,1,3,0.05,0.2937
fbis,1,3,0.10,0.3940
fbis,1,3,0.15,0.3969
fbis,1,3,0.20,0.3445
fbis,1,3,0.25,0.2833
fbis,1,3,0.30,0.2238
fbis,1,3,0.35,0.1709
fbis,1,3,0.40,0.1233
fbis,1,3,0.45,0.0884
fbis,1,3,0.50,0.0626
fbis,1,3,0.55,0.0430
fbis,1,3,0.60,0.0293
fbis,1,3,0.65,0.0200
fbis,1,3,0.70,0.0102
fbis,1,3,0.75,0.0072
fbis,1,3,0.80,0.0047
fbis,1,3,0.85,0.0035
fbis,1,3,0.90,0.0027
fbis,1,3,0.95,0.0026
fbis,1,3,average+1sigma,0.0000
fbis,1,3,average+2sigma,0.0000
fbis,1,3,average+3sigma,0.0000
fbis,1,3,average-1sigma,0.0000
fbis,1,3,average-2sigma,0.0000
fbis,1,3,average-3sigma,0.0000
fbis,1,3,average,0.0000
fbis,1,3,minimum,0.0000
fbis,1,5,0.05,0.2937
fbis,1,5,0.10,0.3940
fbis,1,5,0.15,0.3969
fbis,1,5,0.20,0.3445
fbis,1,5,0.25,0.2833
fbis,1,5,0.30,0.2238
fbis,1,5,0.35,0.1709
fbis,1,5,0.40,0.1233
fbis,1,5,0.45,0.0884
fbis,1,5,0.50,0.0626
fbis,1,5,0.55,0.0430
fbis,1,5,0.60,0.0293
fbis,1,5,0.65,0.0200
fbis,1,5,0.70,0.0102
fbis,1,5,0.75,0.0072
fbis,1,5,0.80,0.0047
fbis,1,5,0.85,0.0035
fbis,1,5,0.90,0.0027
fbis,1,5,0.95,0.0026
fbis,1,5,average+1sigma,0.0000
fbis,1,5,average+2sigma,0.0000
fbis,1,5,average+3sigma,0.0000
fbis,1,5,average-1sigma,0.0000
fbis,1,5,average-2sigma,0.0000
fbis,1,5,average-3sigma,0.0000
fbis,1,5,average,0.0000
fbis,1,5,minimum,0.0000
fbis,1,7,0.05,0.2937
fbis,1,7,0.10,0.3940
fbis,1,7,0.15,0.3969
fbis,1,7,0.20,0.3445
fbis,1,7,0.25,0.2833
fbis,1,7,0.30,0.2238
fbis,1,7,0.35,0.1709
fbis,1,7,0.40,0.1233
fbis,1,7,0.45,0.0884
fbis,1,7,0.50,0.0626
fbis,1,7,0.55,0.0430
fbis,1,7,0.60,0.0293
fbis,1,7,0.65,0.0200
fbis,1,7,0.70,0.0102
fbis,1,7,0.75,0.0072
fbis,1,7,0.80,0.0047
fbis,1,7,0.85,0.0035
fbis,1,7,0.90,0.0027
fbis,1,7,0.95,0.0026
fbis,1,7,average+1sigma,0.0000
fbis,1,7,average+2sigma,0.0000
fbis,1,7,average+3sigma,0.0000
fbis,1,7,average-1sigma,0.0000
fbis,1,7,average-2sigma,0.0000
fbis,1,7,average-3sigma,0.0000
fbis,1,7,average,0.0000
fbis,1,7,minimum,0.0000
fbis,1,9,0.05,0.2937
fbis,1,9,0.10,0.3940
fbis,1,9,0.15,0.3969
fbis,1,9,0.20,0.3445
fbis,1,9,0.25,0.2833
fbis,1,9,0.30,0.2238
fbis,1,9,0.35,0.1709
fbis,1,9,0.40,0.1233
fbis,1,9,0.45,0.0884
fbis,1,9,0.50,0.0626
fbis,1,9,0.55,0.0430
fbis,1,9,0.60,0.0293
fbis,1,9,0.65,0.0200
fbis,1,9,0.70,0.0102
fbis,1,9,0.75,0.0072
fbis,1,9,0.80,0.0047
fbis,1,9,0.85,0.0035
fbis,1,9,0.90,0.0027
fbis,1,9,0.95,0.0026
fbis,1,9,average+1sigma,0.0000
fbis,1,9,average+2sigma,0.0000
fbis,1,9,average+3sigma,0.0000
fbis,1,9,average-1sigma,0.0000
fbis,1,9,average-2sigma,0.0000
fbis,1,9,average-3sigma,0.0000
fbis,1,9,average,0.0000
fbis,1,9,minimum,0.0000
fbis,10,11,0.05,0.1438
fbis,10,11,0.10,0.2512
fbis,10,11,0.15,0.3573
fbis,10,11,0.20,0.4355
fbis,10,11,0.25,0.4856
fbis,10,11,0.30,0.4967
fbis,10,11,0.35,0.4774
fbis,10,11,0.40,0.4250
fbis,10,11,0.45,0.3597
fbis,10,11,0.50,0.2944
fbis,10,11,0.55,0.2238
fbis,10,11,0.60,0.1625
fbis,10,11,0.65,0.1112
fbis,10,11,0.70,0.0696
fbis,10,11,0.75,0.0419
fbis,10,11,0.80,0.0261
fbis,10,11,0.85,0.0178
fbis,10,11,0.90,0.0126
fbis,10,11,0.95,0.0120
