Text Collection,Classifier (NB/EM),# of Positive Labeled Documents,α,λ,# of iterations (m),Weight of Unlabeled Documents in EM,F1 Score,Standard Deviation,Negative Precision
oh15,NB,20,0.99,0.8,1,0.1,0.5207,0.2347,0.9551
oh15,NB,20,0.99,0.8,2,0.1,0.5531,0.2076,0.9581
oh15,NB,20,0.99,0.8,3,0.1,0.5602,0.2051,0.9590
oh15,NB,30,0.99,0.6,1,0.1,0.6234,0.1616,0.9691
oh15,NB,30,0.99,0.6,2,0.1,0.6171,0.1599,0.9697
oh15,NB,30,0.99,0.6,3,0.1,0.6124,0.1591,0.9695
oh15,NB,30,0.99,0.7,1,0.1,0.6158,0.1700,0.9700
oh15,NB,30,0.99,0.7,2,0.1,0.6169,0.1546,0.9707
oh15,NB,30,0.99,0.7,3,0.1,0.6164,0.1506,0.9707
oh15,NB,30,0.99,0.8,1,0.1,0.6016,0.1724,0.9706
oh15,NB,30,0.99,0.8,2,0.1,0.6134,0.1532,0.9716
oh15,NB,30,0.99,0.8,3,0.1,0.6151,0.1467,0.9718
oh10,EM,1,0.99,0.6,1,0.1,0.0131,0.0277,0.9009
oh10,EM,1,0.99,0.6,1,0.3,0.0978,0.2576,0.9009
oh10,EM,1,0.99,0.6,1,0.5,0.1225,0.2728,0.9009
oh10,EM,1,0.99,0.6,1,0.7,0.1224,0.2717,0.9009
oh10,EM,1,0.99,0.6,1,0.9,0.1203,0.2738,0.9009
oh10,EM,1,0.99,0.6,2,0.1,0.0141,0.0307,0.9010
oh10,EM,1,0.99,0.6,2,0.3,0.0993,0.2578,0.9010
oh10,EM,1,0.99,0.6,2,0.5,0.1226,0.2726,0.9010
oh10,EM,1,0.99,0.6,2,0.7,0.1222,0.2713,0.9010
oh10,EM,1,0.99,0.6,2,0.9,0.1208,0.2734,0.9010
oh10,EM,1,0.99,0.6,3,0.1,0.0146,0.0307,0.9010
oh10,EM,1,0.99,0.6,3,0.3,0.0997,0.2576,0.9010
oh10,EM,1,0.99,0.6,3,0.5,0.1233,0.2725,0.9010
oh10,EM,1,0.99,0.6,3,0.7,0.1228,0.2711,0.9010
oh10,EM,1,0.99,0.6,3,0.9,0.1211,0.2734,0.9010
oh10,EM,1,0.99,0.7,1,0.1,0.0101,0.0213,0.9009
oh10,EM,1,0.99,0.7,1,0.3,0.0846,0.2466,0.9009
oh10,EM,1,0.99,0.7,1,0.5,0.1005,0.2602,0.9009
oh10,EM,1,0.99,0.7,1,0.7,0.1184,0.2778,0.9009
oh10,EM,1,0.99,0.7,1,0.9,0.1195,0.2786,0.9009
oh10,EM,1,0.99,0.7,2,0.1,0.0141,0.0319,0.9010
oh10,EM,1,0.99,0.7,2,0.3,0.0979,0.2576,0.9010
oh10,EM,1,0.99,0.7,2,0.5,0.1082,0.2563,0.9010
oh10,EM,1,0.99,0.7,2,0.7,0.1218,0.2699,0.9010
oh10,EM,1,0.99,0.7,2,0.9,0.1205,0.2744,0.9010
oh10,EM,1,0.99,0.7,3,0.1,0.0141,0.0322,0.9010
oh10,EM,1,0.99,0.7,3,0.3,0.0982,0.2577,0.9010
oh10,EM,1,0.99,0.7,3,0.5,0.1082,0.2563,0.9010
oh10,EM,1,0.99,0.7,3,0.7,0.1222,0.2706,0.9010
oh10,EM,1,0.99,0.7,3,0.9,0.1207,0.2744,0.9010
oh10,EM,1,0.99,0.8,1,0.1,0.0312,0.0904,0.9010
oh10,EM,1,0.99,0.8,1,0.3,0.0997,0.2577,0.9010
oh10,EM,1,0.99,0.8,1,0.5,0.1029,0.2574,0.9010
oh10,EM,1,0.99,0.8,1,0.7,0.1207,0.2768,0.9010
oh10,EM,1,0.99,0.8,1,0.9,0.1215,0.2784,0.9010
oh10,EM,1,0.99,0.8,2,0.1,0.0138,0.0303,0.9010
oh10,EM,1,0.99,0.8,2,0.3,0.0982,0.2577,0.9010
oh10,EM,1,0.99,0.8,2,0.5,0.1082,0.2563,0.9010
oh10,EM,1,0.99,0.8,2,0.7,0.1218,0.2699,0.9010
oh10,EM,1,0.99,0.8,2,0.9,0.1205,0.2744,0.9010
oh10,EM,1,0.99,0.8,3,0.1,0.0117,0.0302,0.9010
oh10,EM,1,0.99,0.8,3,0.3,0.0865,0.2468,0.9010
oh10,EM,1,0.99,0.8,3,0.5,0.1010,0.2606,0.9010
oh10,EM,1,0.99,0.8,3,0.7,0.1180,0.2777,0.9010
oh10,EM,1,0.99,0.8,3,0.9,0.1189,0.2783,0.9010
oh10,EM,5,0.99,0.6,1,0.1,0.1935,0.2826,0.9080
oh10,EM,5,0.99,0.6,1,0.3,0.2862,0.3418,0.9080
oh10,EM,5,0.99,0.6,1,0.5,0.3013,0.3441,0.9080
oh10,EM,5,0.99,0.6,1,0.7,0.3075,0.3420,0.9080
oh10,EM,5,0.99,0.6,1,0.9,0.3224,0.3447,0.9080
oh10,EM,5,0.99,0.6,2,0.1,0.2153,0.2994,0.9098
oh10,EM,5,0.99,0.6,2,0.3,0.3118,0.3491,0.9098
oh10,EM,5,0.99,0.6,2,0.5,0.3451,0.3561,0.9098
oh10,EM,5,0.99,0.6,2,0.7,0.3530,0.3545,0.9098
oh10,EM,5,0.99,0.6,2,0.9,0.3474,0.3568,0.9098
oh10,EM,5,0.99,0.6,3,0.1,0.2299,0.3074,0.9106
oh10,EM,5,0.99,0.6,3,0.3,0.3202,0.3563,0.9106
oh10,EM,5,0.99,0.6,3,0.5,0.3338,0.3575,0.9106
oh10,EM,5,0.99,0.6,3,0.7,0.3440,0.3515,0.9106
oh10,EM,5,0.99,0.6,3,0.9,0.3475,0.3516,0.9106
oh10,EM,5,0.99,0.7,1,0.1,0.1810,0.2706,0.9077
oh10,EM,5,0.99,0.7,1,0.3,0.2723,0.3383,0.9077
oh10,EM,5,0.99,0.7,1,0.5,0.2945,0.3423,0.9077
oh10,EM,5,0.99,0.7,1,0.7,0.3116,0.3390,0.9077
oh10,EM,5,0.99,0.7,1,0.9,0.3152,0.3376,0.9077
oh10,EM,5,0.99,0.7,2,0.1,0.2168,0.3022,0.9102
oh10,EM,5,0.99,0.7,2,0.3,0.2964,0.3501,0.9102
oh10,EM,5,0.99,0.7,2,0.5,0.3147,0.3504,0.9102
oh10,EM,5,0.99,0.7,2,0.7,0.3335,0.3541,0.9102
oh10,EM,5,0.99,0.7,2,0.9,0.3360,0.3555,0.9102
oh10,EM,5,0.99,0.7,3,0.1,0.2338,0.3134,0.9117
oh10,EM,5,0.99,0.7,3,0.3,0.3197,0.3583,0.9117
oh10,EM,5,0.99,0.7,3,0.5,0.3380,0.3596,0.9117
oh10,EM,5,0.99,0.7,3,0.7,0.3423,0.3536,0.9117
oh10,EM,5,0.99,0.7,3,0.9,0.3395,0.3567,0.9117
oh10,EM,5,0.99,0.8,1,0.1,0.1816,0.2730,0.9077
oh10,EM,5,0.99,0.8,1,0.3,0.2601,0.3394,0.9077
oh10,EM,5,0.99,0.8,1,0.5,0.2849,0.3450,0.9077
oh10,EM,5,0.99,0.8,1,0.7,0.2876,0.3454,0.9077
oh10,EM,5,0.99,0.8,1,0.9,0.2888,0.3443,0.9077
oh10,EM,5,0.99,0.8,2,0.1,0.2184,0.3047,0.9105
oh10,EM,5,0.99,0.8,2,0.3,0.2955,0.3487,0.9105
oh10,EM,5,0.99,0.8,2,0.5,0.3150,0.3508,0.9105
oh10,EM,5,0.99,0.8,2,0.7,0.3328,0.3531,0.9105
oh10,EM,5,0.99,0.8,2,0.9,0.3359,0.3553,0.9105
oh10,EM,5,0.99,0.8,3,0.1,0.2337,0.3158,0.9121
oh10,EM,5,0.99,0.8,3,0.3,0.3104,0.3565,0.9121
oh10,EM,5,0.99,0.8,3,0.5,0.3301,0.3598,0.9121
oh10,EM,5,0.99,0.8,3,0.7,0.3436,0.3581,0.9121
oh10,EM,5,0.99,0.8,3,0.9,0.3437,0.3595,0.9121
oh10,EM,10,0.99,0.6,1,0.1,0.3923,0.3226,0.9229
oh10,EM,10,0.99,0.6,1,0.3,0.4610,0.3431,0.9229
oh10,EM,10,0.99,0.6,1,0.5,0.4532,0.3235,0.9229
oh10,EM,10,0.99,0.6,1,0.7,0.4369,0.3127,0.9229
oh10,EM,10,0.99,0.6,1,0.9,0.4396,0.3169,0.9229
oh10,EM,10,0.99,0.6,2,0.1,0.4329,0.3284,0.9270
oh10,EM,10,0.99,0.6,2,0.3,0.4653,0.3422,0.9270
oh10,EM,10,0.99,0.6,2,0.5,0.4472,0.3182,0.9270
oh10,EM,10,0.99,0.6,2,0.7,0.4399,0.3157,0.9270
oh10,EM,10,0.99,0.6,2,0.9,0.4459,0.3173,0.9270
oh10,EM,10,0.99,0.6,3,0.1,0.4434,0.3289,0.9281
oh10,EM,10,0.99,0.6,3,0.3,0.4609,0.3375,0.9281
oh10,EM,10,0.99,0.6,3,0.5,0.4496,0.3190,0.9281
oh10,EM,10,0.99,0.6,3,0.7,0.4414,0.3156,0.9281
oh10,EM,10,0.99,0.6,3,0.9,0.4419,0.3187,0.9281
oh10,EM,10,0.99,0.7,1,0.1,0.3872,0.3215,0.9234
oh10,EM,10,0.99,0.7,1,0.3,0.4556,0.3397,0.9234
oh10,EM,10,0.99,0.7,1,0.5,0.4432,0.3186,0.9234
oh10,EM,10,0.99,0.7,1,0.7,0.4360,0.3063,0.9234
oh10,EM,10,0.99,0.7,1,0.9,0.4438,0.3110,0.9234
oh10,EM,10,0.99,0.7,2,0.1,0.4286,0.3345,0.9281
oh10,EM,10,0.99,0.7,2,0.3,0.4580,0.3417,0.9281
oh10,EM,10,0.99,0.7,2,0.5,0.4431,0.3173,0.9281
oh10,EM,10,0.99,0.7,2,0.7,0.4431,0.3137,0.9281
oh10,EM,10,0.99,0.7,2,0.9,0.4486,0.3167,0.9281
oh10,EM,10,0.99,0.7,3,0.1,0.4415,0.3347,0.9298
oh10,EM,10,0.99,0.7,3,0.3,0.4574,0.3389,0.9298
oh10,EM,10,0.99,0.7,3,0.5,0.4501,0.3195,0.9298
oh10,EM,10,0.99,0.7,3,0.7,0.4455,0.3134,0.9298
oh10,EM,10,0.99,0.7,3,0.9,0.4480,0.3177,0.9298
oh10,EM,10,0.99,0.8,1,0.1,0.3859,0.3190,0.9234
oh10,EM,10,0.99,0.8,1,0.3,0.4469,0.3377,0.9234
oh10,EM,10,0.99,0.8,1,0.5,0.4303,0.3194,0.9234
oh10,EM,10,0.99,0.8,1,0.7,0.4106,0.3055,0.9234
oh10,EM,10,0.99,0.8,1,0.9,0.4167,0.3052,0.9234
oh10,EM,10,0.99,0.8,2,0.1,0.4333,0.3387,0.9293
oh10,EM,10,0.99,0.8,2,0.3,0.4597,0.3436,0.9293
oh10,EM,10,0.99,0.8,2,0.5,0.4359,0.3176,0.9293
oh10,EM,10,0.99,0.8,2,0.7,0.4446,0.3146,0.9293
oh10,EM,10,0.99,0.8,2,0.9,0.4499,0.3170,0.9293
oh10,EM,10,0.99,0.8,3,0.1,0.4468,0.3377,0.9310
oh10,EM,10,0.99,0.8,3,0.3,0.4508,0.3392,0.9310
oh10,EM,10,0.99,0.8,3,0.5,0.4430,0.3175,0.9310
oh10,EM,10,0.99,0.8,3,0.7,0.4461,0.3148,0.9310
oh10,EM,10,0.99,0.8,3,0.9,0.4509,0.3181,0.9310
oh10,EM,20,0.99,0.6,1,0.1,0.5666,0.2718,0.9497
oh10,EM,20,0.99,0.6,1,0.3,0.5585,0.2731,0.9497
oh10,EM,20,0.99,0.6,1,0.5,0.5266,0.2792,0.9497
oh10,EM,20,0.99,0.6,1,0.7,0.5223,0.2801,0.9497
oh10,EM,20,0.99,0.6,1,0.9,0.5130,0.2840,0.9497
oh10,EM,20,0.99,0.6,2,0.1,0.5722,0.2605,0.9506
oh10,EM,20,0.99,0.6,2,0.3,0.5610,0.2657,0.9506
oh10,EM,20,0.99,0.6,2,0.5,0.5334,0.2787,0.9506
oh10,EM,20,0.99,0.6,2,0.7,0.5210,0.2812,0.9506
oh10,EM,20,0.99,0.6,2,0.9,0.5170,0.2828,0.9506
oh10,EM,20,0.99,0.6,3,0.1,0.5700,0.2615,0.9507
oh10,EM,20,0.99,0.6,3,0.3,0.5565,0.2684,0.9507
oh10,EM,20,0.99,0.6,3,0.5,0.5374,0.2774,0.9507
oh10,EM,20,0.99,0.6,3,0.7,0.5305,0.2800,0.9507
oh10,EM,20,0.99,0.6,3,0.9,0.5195,0.2837,0.9507
oh10,EM,20,0.99,0.7,1,0.1,0.5658,0.2724,0.9506
oh10,EM,20,0.99,0.7,1,0.3,0.5640,0.2704,0.9506
oh10,EM,20,0.99,0.7,1,0.5,0.5403,0.2792,0.9506
oh10,EM,20,0.99,0.7,1,0.7,0.5276,0.2795,0.9506
oh10,EM,20,0.99,0.7,1,0.9,0.5170,0.2844,0.9506
oh10,EM,20,0.99,0.7,2,0.1,0.5798,0.2597,0.9523
oh10,EM,20,0.99,0.7,2,0.3,0.5603,0.2661,0.9523
oh10,EM,20,0.99,0.7,2,0.5,0.5379,0.2794,0.9523
oh10,EM,20,0.99,0.7,2,0.7,0.5310,0.2813,0.9523
oh10,EM,20,0.99,0.7,2,0.9,0.5211,0.2844,0.9523
oh10,EM,20,0.99,0.7,3,0.1,0.5758,0.2623,0.9525
oh10,EM,20,0.99,0.7,3,0.3,0.5582,0.2678,0.9525
oh10,EM,20,0.99,0.7,3,0.5,0.5346,0.2791,0.9525
oh10,EM,20,0.99,0.7,3,0.7,0.5291,0.2830,0.9525
oh10,EM,20,0.99,0.7,3,0.9,0.5210,0.2841,0.9525
oh10,EM,20,0.99,0.8,1,0.1,0.5623,0.2704,0.9513
oh10,EM,20,0.99,0.8,1,0.3,0.5654,0.2715,0.9513
oh10,EM,20,0.99,0.8,1,0.5,0.5377,0.2765,0.9513
oh10,EM,20,0.99,0.8,1,0.7,0.5297,0.2796,0.9513
oh10,EM,20,0.99,0.8,1,0.9,0.5138,0.2825,0.9513
oh10,EM,20,0.99,0.8,2,0.1,0.5805,0.2609,0.9537
oh10,EM,20,0.99,0.8,2,0.3,0.5706,0.2665,0.9537
oh10,EM,20,0.99,0.8,2,0.5,0.5406,0.2788,0.9537
oh10,EM,20,0.99,0.8,2,0.7,0.5306,0.2819,0.9537
oh10,EM,20,0.99,0.8,2,0.9,0.5173,0.2855,0.9537
oh10,EM,20,0.99,0.8,3,0.1,0.5781,0.2611,0.9541
oh10,EM,20,0.99,0.8,3,0.3,0.5675,0.2666,0.9541
oh10,EM,20,0.99,0.8,3,0.5,0.5387,0.2789,0.9541
oh10,EM,20,0.99,0.8,3,0.7,0.5293,0.2835,0.9541
oh10,EM,20,0.99,0.8,3,0.9,0.5231,0.2848,0.9541
oh10,EM,30,0.99,0.6,1,0.1,0.6050,0.2493,0.9645
oh10,EM,30,0.99,0.6,1,0.3,0.5926,0.2666,0.9645
oh10,EM,30,0.99,0.6,1,0.5,0.5607,0.2791,0.9645
oh10,EM,30,0.99,0.6,1,0.7,0.5294,0.2911,0.9645
oh10,EM,30,0.99,0.6,1,0.9,0.5164,0.2952,0.9645
oh10,EM,30,0.99,0.6,2,0.1,0.6061,0.2485,0.9647
oh10,EM,30,0.99,0.6,2,0.3,0.5836,0.2667,0.9647
oh10,EM,30,0.99,0.6,2,0.5,0.5486,0.2827,0.9647
oh10,EM,30,0.99,0.6,2,0.7,0.5376,0.2880,0.9647
oh10,EM,30,0.99,0.6,2,0.9,0.5246,0.2941,0.9647
oh10,EM,30,0.99,0.6,3,0.1,0.6042,0.2509,0.9648
oh10,EM,30,0.99,0.6,3,0.3,0.5792,0.2696,0.9648
oh10,EM,30,0.99,0.6,3,0.5,0.5494,0.2836,0.9648
oh10,EM,30,0.99,0.6,3,0.7,0.5303,0.2909,0.9648
oh10,EM,30,0.99,0.6,3,0.9,0.5222,0.2941,0.9648
oh10,EM,30,0.99,0.7,1,0.1,0.6068,0.2485,0.9658
oh10,EM,30,0.99,0.7,1,0.3,0.5951,0.2657,0.9658
oh10,EM,30,0.99,0.7,1,0.5,0.5682,0.2788,0.9658
oh10,EM,30,0.99,0.7,1,0.7,0.5293,0.2918,0.9658
oh10,EM,30,0.99,0.7,1,0.9,0.5249,0.2944,0.9658
oh10,EM,30,0.99,0.7,2,0.1,0.6049,0.2508,0.9661
oh10,EM,30,0.99,0.7,2,0.3,0.5822,0.2671,0.9661
oh10,EM,30,0.99,0.7,2,0.5,0.5544,0.2813,0.9661
oh10,EM,30,0.99,0.7,2,0.7,0.5383,0.2876,0.9661
oh10,EM,30,0.99,0.7,2,0.9,0.5218,0.2957,0.9661
oh10,EM,30,0.99,0.7,3,0.1,0.6010,0.2562,0.9662
oh10,EM,30,0.99,0.7,3,0.3,0.5843,0.2685,0.9662
oh10,EM,30,0.99,0.7,3,0.5,0.5453,0.2842,0.9662
oh10,EM,30,0.99,0.7,3,0.7,0.5323,0.2907,0.9662
oh10,EM,30,0.99,0.7,3,0.9,0.5250,0.2927,0.9662
oh10,EM,30,0.99,0.8,1,0.1,0.6032,0.2459,0.9666
oh10,EM,30,0.99,0.8,1,0.3,0.5942,0.2630,0.9666
oh10,EM,30,0.99,0.8,1,0.5,0.5722,0.2732,0.9666
oh10,EM,30,0.99,0.8,1,0.7,0.5306,0.2870,0.9666
oh10,EM,30,0.99,0.8,1,0.9,0.5192,0.2923,0.9666
oh10,EM,30,0.99,0.8,2,0.1,0.6035,0.2512,0.9675
oh10,EM,30,0.99,0.8,2,0.3,0.5841,0.2688,0.9675
oh10,EM,30,0.99,0.8,2,0.5,0.5585,0.2788,0.9675
oh10,EM,30,0.99,0.8,2,0.7,0.5389,0.2878,0.9675
oh10,EM,30,0.99,0.8,2,0.9,0.5249,0.2939,0.9675
oh10,EM,30,0.99,0.8,3,0.1,0.5983,0.2559,0.9675
oh10,EM,30,0.99,0.8,3,0.3,0.5802,0.2693,0.9675
oh10,EM,30,0.99,0.8,3,0.5,0.5528,0.2811,0.9675
oh10,EM,30,0.99,0.8,3,0.7,0.5374,0.2886,0.9675
oh10,EM,30,0.99,0.8,3,0.9,0.5249,0.2930,0.9675
oh10,NB,1,0.99,0.6,1,0.1,0.0089,0.0159,0.9009
oh10,NB,1,0.99,0.6,2,0.1,0.0098,0.0206,0.9010
oh10,NB,1,0.99,0.6,3,0.1,0.0101,0.0209,0.9010
oh10,NB,1,0.99,0.7,1,0.1,0.0082,0.0161,0.9009
oh10,NB,1,0.99,0.7,2,0.1,0.0096,0.0204,0.9010
oh10,NB,1,0.99,0.7,3,0.1,0.0103,0.0232,0.9010
oh10,NB,1,0.99,0.8,1,0.1,0.0101,0.0194,0.9010
oh10,NB,1,0.99,0.8,2,0.1,0.0096,0.0206,0.9010
oh10,NB,1,0.99,0.8,3,0.1,0.0097,0.0232,0.9010
oh10,NB,5,0.99,0.6,1,0.1,0.1091,0.1837,0.9080
oh10,NB,5,0.99,0.6,2,0.1,0.1386,0.2217,0.9098
oh10,NB,5,0.99,0.6,3,0.1,0.1521,0.2370,0.9106
oh10,NB,5,0.99,0.7,1,0.1,0.0987,0.1665,0.9077
oh10,NB,5,0.99,0.7,2,0.1,0.1426,0.2331,0.9102
oh10,NB,5,0.99,0.7,3,0.1,0.1689,0.2479,0.9117
oh10,NB,5,0.99,0.8,1,0.1,0.1003,0.1646,0.9077
oh10,NB,5,0.99,0.8,2,0.1,0.1489,0.2410,0.9105
oh10,NB,5,0.99,0.8,3,0.1,0.1744,0.2545,0.9121
oh10,NB,10,0.99,0.6,1,0.1,0.2970,0.2933,0.9229
oh10,NB,10,0.99,0.6,2,0.1,0.3498,0.2995,0.9270
oh10,NB,10,0.99,0.6,3,0.1,0.3640,0.3016,0.9281
oh10,NB,10,0.99,0.7,1,0.1,0.3007,0.2948,0.9234
oh10,NB,10,0.99,0.7,2,0.1,0.3583,0.3073,0.9281
oh10,NB,10,0.99,0.7,3,0.1,0.3758,0.3129,0.9298
oh10,NB,10,0.99,0.8,1,0.1,0.2996,0.2969,0.9234
oh10,NB,10,0.99,0.8,2,0.1,0.3672,0.3156,0.9293
oh10,NB,10,0.99,0.8,3,0.1,0.3864,0.3216,0.9310
oh10,NB,20,0.99,0.6,1,0.1,0.5357,0.2856,0.9497
oh10,NB,20,0.99,0.6,2,0.1,0.5422,0.2741,0.9506
oh10,NB,20,0.99,0.6,3,0.1,0.5363,0.2743,0.9507
oh10,NB,20,0.99,0.7,1,0.1,0.5351,0.2917,0.9506
oh10,NB,20,0.99,0.7,2,0.1,0.5517,0.2706,0.9523
oh10,NB,20,0.99,0.7,3,0.1,0.5469,0.2707,0.9525
oh10,NB,20,0.99,0.8,1,0.1,0.5334,0.2942,0.9513
oh10,NB,20,0.99,0.8,2,0.1,0.5551,0.2744,0.9537
oh10,NB,20,0.99,0.8,3,0.1,0.5549,0.2708,0.9541
oh10,NB,30,0.99,0.6,1,0.1,0.5977,0.2519,0.9645
oh10,NB,30,0.99,0.6,2,0.1,0.5957,0.2450,0.9647
oh10,NB,30,0.99,0.6,3,0.1,0.5962,0.2420,0.9648
oh10,NB,30,0.99,0.7,1,0.1,0.6011,0.2490,0.9658
oh10,NB,30,0.99,0.7,2,0.1,0.5985,0.2462,0.9661
oh10,NB,30,0.99,0.7,3,0.1,0.5961,0.2478,0.9662
oh10,NB,30,0.99,0.8,1,0.1,0.5971,0.2495,0.9666
oh10,NB,30,0.99,0.8,2,0.1,0.5992,0.2490,0.9675
oh10,NB,30,0.99,0.8,3,0.1,0.5962,0.2513,0.9675
oh5,EM,1,0.99,0.6,1,0.1,0.0174,0.0193,0.9011
oh5,EM,1,0.99,0.6,1,0.3,0.0214,0.0275,0.9011
oh5,EM,1,0.99,0.6,1,0.5,0.0326,0.0620,0.9011
oh5,EM,1,0.99,0.6,1,0.7,0.0529,0.1211,0.9011
oh5,EM,1,0.99,0.6,1,0.9,0.0628,0.1382,0.9011
oh5,EM,1,0.99,0.6,2,0.1,0.0190,0.0227,0.9011
oh5,EM,1,0.99,0.6,2,0.3,0.0248,0.0429,0.9011
oh5,EM,1,0.99,0.6,2,0.5,0.0419,0.0823,0.9011
oh5,EM,1,0.99,0.6,2,0.7,0.0634,0.1283,0.9011
oh5,EM,1,0.99,0.6,2,0.9,0.0714,0.1392,0.9011
oh5,EM,1,0.99,0.6,3,0.1,0.0170,0.0221,0.9012
oh5,EM,1,0.99,0.6,3,0.3,0.0287,0.0613,0.9012
oh5,EM,1,0.99,0.6,3,0.5,0.0587,0.1149,0.9012
oh5,EM,1,0.99,0.6,3,0.7,0.0914,0.1760,0.9012
oh5,EM,1,0.99,0.6,3,0.9,0.0914,0.1785,0.9012
oh5,EM,1,0.99,0.7,1,0.1,0.0174,0.0193,0.9011
oh5,EM,1,0.99,0.7,1,0.3,0.0242,0.0292,0.9011
oh5,EM,1,0.99,0.7,1,0.5,0.0382,0.0748,0.9011
oh5,EM,1,0.99,0.7,1,0.7,0.0536,0.1190,0.9011
oh5,EM,1,0.99,0.7,1,0.9,0.0539,0.1198,0.9011
oh5,EM,1,0.99,0.7,2,0.1,0.0180,0.0221,0.9012
oh5,EM,1,0.99,0.7,2,0.3,0.0248,0.0433,0.9012
oh5,EM,1,0.99,0.7,2,0.5,0.0384,0.0797,0.9012
oh5,EM,1,0.99,0.7,2,0.7,0.0878,0.1876,0.9012
oh5,EM,1,0.99,0.7,2,0.9,0.0974,0.2025,0.9012
oh5,EM,1,0.99,0.7,3,0.1,0.0195,0.0231,0.9012
oh5,EM,1,0.99,0.7,3,0.3,0.0286,0.0454,0.9012
oh5,EM,1,0.99,0.7,3,0.5,0.0336,0.0515,0.9012
oh5,EM,1,0.99,0.7,3,0.7,0.0631,0.1369,0.9012
oh5,EM,1,0.99,0.7,3,0.9,0.0660,0.1407,0.9012
oh5,EM,1,0.99,0.8,1,0.1,0.0191,0.0209,0.9012
oh5,EM,1,0.99,0.8,1,0.3,0.0308,0.0777,0.9012
oh5,EM,1,0.99,0.8,1,0.5,0.0388,0.0693,0.9012
oh5,EM,1,0.99,0.8,1,0.7,0.0576,0.1222,0.9012
oh5,EM,1,0.99,0.8,1,0.9,0.0589,0.1225,0.9012
oh5,EM,1,0.99,0.8,2,0.1,0.0178,0.0220,0.9012
oh5,EM,1,0.99,0.8,2,0.3,0.0221,0.0296,0.9012
oh5,EM,1,0.99,0.8,2,0.5,0.0382,0.0859,0.9012
oh5,EM,1,0.99,0.8,2,0.7,0.0848,0.1869,0.9012
oh5,EM,1,0.99,0.8,2,0.9,0.0928,0.2015,0.9012
oh5,EM,1,0.99,0.8,3,0.1,0.0192,0.0223,0.9012
oh5,EM,1,0.99,0.8,3,0.3,0.0262,0.0294,0.9012
oh5,EM,1,0.99,0.8,3,0.5,0.0336,0.0572,0.9012
oh5,EM,1,0.99,0.8,3,0.7,0.0658,0.1447,0.9012
oh5,EM,1,0.99,0.8,3,0.9,0.0685,0.1492,0.9012
oh5,EM,5,0.99,0.6,1,0.1,0.1930,0.2217,0.9089
oh5,EM,5,0.99,0.6,1,0.3,0.3280,0.2884,0.9089
oh5,EM,5,0.99,0.6,1,0.5,0.3102,0.2227,0.9089
oh5,EM,5,0.99,0.6,1,0.7,0.3395,0.2340,0.9089
oh5,EM,5,0.99,0.6,1,0.9,0.3316,0.2333,0.9089
oh5,EM,5,0.99,0.6,2,0.1,0.2568,0.2733,0.9119
oh5,EM,5,0.99,0.6,2,0.3,0.3047,0.2540,0.9119
oh5,EM,5,0.99,0.6,2,0.5,0.3011,0.2262,0.9119
oh5,EM,5,0.99,0.6,2,0.7,0.3278,0.2312,0.9119
oh5,EM,5,0.99,0.6,2,0.9,0.3324,0.2335,0.9119
oh5,EM,5,0.99,0.6,3,0.1,0.2722,0.2857,0.9129
oh5,EM,5,0.99,0.6,3,0.3,0.3152,0.2658,0.9129
oh5,EM,5,0.99,0.6,3,0.5,0.3101,0.2360,0.9129
oh5,EM,5,0.99,0.6,3,0.7,0.3163,0.2319,0.9129
oh5,EM,5,0.99,0.6,3,0.9,0.3188,0.2339,0.9129
oh5,EM,5,0.99,0.7,1,0.1,0.1884,0.2174,0.9089
oh5,EM,5,0.99,0.7,1,0.3,0.3272,0.2949,0.9089
oh5,EM,5,0.99,0.7,1,0.5,0.3038,0.2189,0.9089
oh5,EM,5,0.99,0.7,1,0.7,0.3384,0.2332,0.9089
oh5,EM,5,0.99,0.7,1,0.9,0.3309,0.2346,0.9089
oh5,EM,5,0.99,0.7,2,0.1,0.2553,0.2818,0.9125
oh5,EM,5,0.99,0.7,2,0.3,0.2919,0.2564,0.9125
oh5,EM,5,0.99,0.7,2,0.5,0.3044,0.2292,0.9125
oh5,EM,5,0.99,0.7,2,0.7,0.3347,0.2366,0.9125
oh5,EM,5,0.99,0.7,2,0.9,0.3172,0.2259,0.9125
oh5,EM,5,0.99,0.7,3,0.1,0.2902,0.2936,0.9141
oh5,EM,5,0.99,0.7,3,0.3,0.3033,0.2637,0.9141
oh5,EM,5,0.99,0.7,3,0.5,0.2997,0.2330,0.9141
oh5,EM,5,0.99,0.7,3,0.7,0.3090,0.2222,0.9141
oh5,EM,5,0.99,0.7,3,0.9,0.3120,0.2242,0.9141
oh5,EM,5,0.99,0.8,1,0.1,0.1993,0.2303,0.9096
oh5,EM,5,0.99,0.8,1,0.3,0.3299,0.2953,0.9096
oh5,EM,5,0.99,0.8,1,0.5,0.3026,0.2192,0.9096
oh5,EM,5,0.99,0.8,1,0.7,0.3368,0.2349,0.9096
oh5,EM,5,0.99,0.8,1,0.9,0.3364,0.2367,0.9096
oh5,EM,5,0.99,0.8,2,0.1,0.2562,0.2820,0.9130
oh5,EM,5,0.99,0.8,2,0.3,0.3015,0.2670,0.9130
oh5,EM,5,0.99,0.8,2,0.5,0.3082,0.2249,0.9130
oh5,EM,5,0.99,0.8,2,0.7,0.3330,0.2303,0.9130
