Text Collection,Graph Constructor Algorithm,Graph Parameter k,# of Positive Labeled Documents,α,λ (|D+'| = λ x |D+|),# of iterations (m),F1 Score,Standard Deviation,Negative Precision
re0,kNN,31,20,0.02,1.4,1,0.1500,0.1651,0.8889
re0,kNN,31,20,0.02,1.4,2,0.1499,0.1650,0.8889
re0,kNN,31,20,0.02,1.4,3,0.1499,0.1650,0.8889
re0,kNN,31,20,0.02,2,1,0.1500,0.1651,0.8904
re0,kNN,31,20,0.02,2,2,0.1499,0.1651,0.8904
re0,kNN,31,20,0.02,2,3,0.1499,0.1650,0.8904
re0,kNN,31,30,0.1,0.2,1,0.3646,0.2287,0.9031
re0,kNN,31,30,0.1,0.2,2,0.3398,0.2251,0.8960
re0,kNN,31,30,0.1,0.2,3,0.3388,0.2333,0.8994
re0,kNN,31,30,0.1,0.6,1,0.2596,0.2229,0.9046
re0,kNN,31,30,0.1,0.6,2,0.2585,0.2300,0.9056
re0,kNN,31,30,0.1,0.6,3,0.2614,0.2388,0.9089
re0,kNN,31,30,0.1,0.8,1,0.2288,0.2157,0.9027
re0,kNN,31,30,0.1,0.8,2,0.2434,0.2259,0.9058
re0,kNN,31,30,0.1,0.8,3,0.2425,0.2297,0.9095
re0,kNN,31,30,0.1,1,1,0.2198,0.2146,0.9006
re0,kNN,31,30,0.1,1,2,0.2347,0.2202,0.9052
re0,kNN,31,30,0.1,1,3,0.2294,0.2203,0.9070
re0,kNN,31,30,0.1,1.2,1,0.2165,0.2168,0.9025
re0,kNN,31,30,0.1,1.2,2,0.2187,0.2133,0.9005
re0,kNN,31,30,0.1,1.2,3,0.2201,0.2176,0.9113
re0,kNN,31,30,0.1,1.4,1,0.2155,0.2143,0.9028
re0,kNN,31,30,0.1,1.4,2,0.2073,0.2074,0.9014
re0,kNN,31,30,0.1,1.4,3,0.2093,0.2162,0.9124
re0,kNN,31,30,0.1,2,1,0.2050,0.2105,0.9048
re0,kNN,31,30,0.1,2,2,0.2056,0.2115,0.9043
re0,kNN,31,30,0.1,2,3,0.1982,0.2175,0.9138
re0,kNN,31,30,0.08,0.2,1,0.3078,0.2214,0.8608
re0,kNN,31,30,0.08,0.2,2,0.2434,0.2160,0.8358
re0,kNN,31,30,0.08,0.2,3,0.2310,0.2056,0.8352
re0,kNN,31,30,0.08,0.6,1,0.2641,0.2075,0.8944
re0,kNN,31,30,0.08,0.6,2,0.2165,0.2020,0.8831
re0,kNN,31,30,0.08,0.6,3,0.2193,0.2093,0.8731
re0,kNN,31,30,0.08,0.8,1,0.2452,0.2028,0.9002
re0,kNN,31,30,0.08,0.8,2,0.2098,0.1983,0.8860
re0,kNN,31,30,0.08,0.8,3,0.1996,0.1925,0.8741
re0,kNN,31,30,0.08,1,1,0.2322,0.2025,0.9002
re0,kNN,31,30,0.08,1,2,0.2076,0.1975,0.8952
re0,kNN,31,30,0.08,1,3,0.1995,0.1961,0.8869
re0,kNN,31,30,0.08,1.2,1,0.2263,0.2087,0.9030
re0,kNN,31,30,0.08,1.2,2,0.2104,0.1971,0.8966
re0,kNN,31,30,0.08,1.2,3,0.1974,0.1942,0.8868
re0,kNN,31,30,0.08,1.4,1,0.2207,0.2133,0.9073
re0,kNN,31,30,0.08,1.4,2,0.2105,0.1983,0.8988
re0,kNN,31,30,0.08,1.4,3,0.1922,0.1977,0.8873
re0,kNN,31,30,0.08,2,1,0.2119,0.2151,0.9084
re0,kNN,31,30,0.08,2,2,0.1963,0.1935,0.9006
re0,kNN,31,30,0.08,2,3,0.1863,0.2009,0.9031
re0,kNN,31,30,0.06,0.2,1,0.1964,0.2043,0.9043
re0,kNN,31,30,0.06,0.2,2,0.1988,0.2130,0.9049
re0,kNN,31,30,0.06,0.2,3,0.1926,0.2066,0.9037
re0,kNN,31,30,0.06,0.6,1,0.1975,0.1959,0.9049
re0,kNN,31,30,0.06,0.6,2,0.1894,0.2034,0.9111
re0,kNN,31,30,0.06,0.6,3,0.1951,0.2120,0.9175
re0,kNN,31,30,0.06,0.8,1,0.1978,0.1994,0.9076
re0,kNN,31,30,0.06,0.8,2,0.1908,0.2021,0.9093
re0,kNN,31,30,0.06,0.8,3,0.1893,0.2020,0.9103
re0,kNN,31,30,0.06,1,1,0.1958,0.1987,0.9070
re0,kNN,31,30,0.06,1,2,0.1949,0.2090,0.9104
re0,kNN,31,30,0.06,1,3,0.1962,0.2086,0.9111
re0,kNN,31,30,0.06,1.2,1,0.1919,0.1956,0.9069
re0,kNN,31,30,0.06,1.2,2,0.1808,0.1983,0.9104
re0,kNN,31,30,0.06,1.2,3,0.1962,0.2085,0.9113
re0,kNN,31,30,0.06,1.4,1,0.1833,0.1920,0.9068
re0,kNN,31,30,0.06,1.4,2,0.1817,0.1968,0.9103
re0,kNN,31,30,0.06,1.4,3,0.1893,0.2037,0.9106
re0,kNN,31,30,0.06,2,1,0.1736,0.1915,0.9105
re0,kNN,31,30,0.06,2,2,0.1759,0.1952,0.9128
re0,kNN,31,30,0.06,2,3,0.1784,0.1968,0.9119
re0,kNN,31,30,0.04,0.2,1,0.1905,0.2057,0.9367
re0,kNN,31,30,0.04,0.2,2,0.1677,0.1894,0.9204
re0,kNN,31,30,0.04,0.2,3,0.1629,0.1848,0.9077
re0,kNN,31,30,0.04,0.6,1,0.2964,0.2326,0.9225
re0,kNN,31,30,0.04,0.6,2,0.2036,0.2061,0.9433
re0,kNN,31,30,0.04,0.6,3,0.1706,0.1847,0.8980
re0,kNN,31,30,0.04,0.8,1,0.2979,0.2209,0.9165
re0,kNN,31,30,0.04,0.8,2,0.2278,0.2161,0.9379
re0,kNN,31,30,0.04,0.8,3,0.1882,0.1807,0.8940
re0,kNN,31,30,0.04,1,1,0.3036,0.2154,0.9104
re0,kNN,31,30,0.04,1,2,0.2471,0.2190,0.9372
re0,kNN,31,30,0.04,1,3,0.1797,0.1774,0.8909
re0,kNN,31,30,0.04,1.2,1,0.2871,0.2174,0.9103
re0,kNN,31,30,0.04,1.2,2,0.2543,0.2203,0.9328
re0,kNN,31,30,0.04,1.2,3,0.1772,0.1779,0.8908
re0,kNN,31,30,0.04,1.4,1,0.2712,0.2081,0.9174
re0,kNN,31,30,0.04,1.4,2,0.2593,0.2203,0.9398
re0,kNN,31,30,0.04,1.4,3,0.1761,0.1820,0.8919
re0,kNN,31,30,0.04,2,1,0.2312,0.1987,0.9120
re0,kNN,31,30,0.04,2,2,0.2408,0.2005,0.9316
re0,kNN,31,30,0.04,2,3,0.1752,0.1774,0.8927
re0,kNN,31,30,0.02,0.2,1,0.1384,0.1685,0.8889
re0,kNN,31,30,0.02,0.2,2,0.1384,0.1686,0.8889
re0,kNN,31,30,0.02,0.2,3,0.1384,0.1686,0.8889
re0,kNN,31,30,0.02,0.6,1,0.1384,0.1686,0.8889
re0,kNN,31,30,0.02,0.6,2,0.1384,0.1686,0.8889
re0,kNN,31,30,0.02,0.6,3,0.1384,0.1686,0.8889
re0,kNN,31,30,0.02,0.8,1,0.1384,0.1686,0.8909
re0,kNN,31,30,0.02,0.8,2,0.1384,0.1686,0.8909
re0,kNN,31,30,0.02,0.8,3,0.1384,0.1686,0.8909
re0,kNN,31,30,0.02,1,1,0.1384,0.1686,0.8907
re0,kNN,31,30,0.02,1,2,0.1384,0.1686,0.8907
re0,kNN,31,30,0.02,1,3,0.1384,0.1686,0.8907
re0,kNN,31,30,0.02,1.2,1,0.1385,0.1687,0.8912
re0,kNN,31,30,0.02,1.2,2,0.1385,0.1687,0.8912
re0,kNN,31,30,0.02,1.2,3,0.1385,0.1686,0.8907
re0,kNN,31,30,0.02,1.4,1,0.1385,0.1687,0.8910
re0,kNN,31,30,0.02,1.4,2,0.1384,0.1686,0.8910
re0,kNN,31,30,0.02,1.4,3,0.1385,0.1687,0.8913
re0,kNN,31,30,0.02,2,1,0.1385,0.1687,0.8906
re0,kNN,31,30,0.02,2,2,0.1384,0.1686,0.8905
re0,kNN,31,30,0.02,2,3,0.1385,0.1687,0.8905
tr41,kNN,3,1,0.1,0.2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,0.2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,0.2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,0.6,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,0.6,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,0.6,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,0.8,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,0.8,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,0.8,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,1,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,1,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,1,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,1.2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,1.2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,1.2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,1.4,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,1.4,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,1.4,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.1,2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,0.2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,0.2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,0.2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,0.6,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,0.6,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,0.6,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,0.8,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,0.8,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,0.8,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,1,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,1,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,1,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,1.2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,1.2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,1.2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,1.4,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,1.4,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,1.4,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.08,2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,0.2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,0.2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,0.2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,0.6,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,0.6,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,0.6,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,0.8,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,0.8,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,0.8,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,1,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,1,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,1,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,1.2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,1.2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,1.2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,1.4,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,1.4,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,1.4,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.06,2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,0.2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,0.2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,0.2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,0.6,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,0.6,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,0.6,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,0.8,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,0.8,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,0.8,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,1,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,1,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,1,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,1.2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,1.2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,1.2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,1.4,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,1.4,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,1.4,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.04,2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,0.2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,0.2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,0.2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,0.6,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,0.6,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,0.6,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,0.8,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,0.8,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,0.8,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,1,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,1,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,1,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,1.2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,1.2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,1.2,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,1.4,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,1.4,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,1.4,3,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,2,1,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,2,2,0.1681,0.1376,0.9000
tr41,kNN,3,1,0.02,2,3,0.1681,0.1376,0.9000
tr41,kNN,3,5,0.1,0.2,1,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.1,0.2,2,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.1,0.2,3,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.1,0.6,1,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.1,0.6,2,0.1620,0.1392,0.9071
tr41,kNN,3,5,0.1,0.6,3,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.1,0.8,1,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.1,0.8,2,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.1,0.8,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.1,1,1,0.1620,0.1392,0.9140
tr41,kNN,3,5,0.1,1,2,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.1,1,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.1,1.2,1,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.1,1.2,2,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.1,1.2,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.1,1.4,1,0.1620,0.1392,0.9133
tr41,kNN,3,5,0.1,1.4,2,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.1,1.4,3,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.1,2,1,0.1621,0.1392,0.9140
tr41,kNN,3,5,0.1,2,2,0.1621,0.1392,0.9140
tr41,kNN,3,5,0.1,2,3,0.1621,0.1392,0.9143
tr41,kNN,3,5,0.08,0.2,1,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.08,0.2,2,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.08,0.2,3,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.08,0.6,1,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.08,0.6,2,0.1620,0.1392,0.9071
tr41,kNN,3,5,0.08,0.6,3,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.08,0.8,1,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.08,0.8,2,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.08,0.8,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.08,1,1,0.1620,0.1392,0.9140
tr41,kNN,3,5,0.08,1,2,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.08,1,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.08,1.2,1,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.08,1.2,2,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.08,1.2,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.08,1.4,1,0.1620,0.1392,0.9133
tr41,kNN,3,5,0.08,1.4,2,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.08,1.4,3,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.08,2,1,0.1621,0.1392,0.9140
tr41,kNN,3,5,0.08,2,2,0.1621,0.1392,0.9140
tr41,kNN,3,5,0.08,2,3,0.1621,0.1392,0.9143
tr41,kNN,3,5,0.06,0.2,1,0.1620,0.1392,0.9117
tr41,kNN,3,5,0.06,0.2,2,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.06,0.2,3,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.06,0.6,1,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.06,0.6,2,0.1620,0.1392,0.9071
tr41,kNN,3,5,0.06,0.6,3,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.06,0.8,1,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.06,0.8,2,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.06,0.8,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.06,1,1,0.1620,0.1392,0.9140
tr41,kNN,3,5,0.06,1,2,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.06,1,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.06,1.2,1,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.06,1.2,2,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.06,1.2,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.06,1.4,1,0.1620,0.1392,0.9133
tr41,kNN,3,5,0.06,1.4,2,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.06,1.4,3,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.06,2,1,0.1621,0.1392,0.9140
tr41,kNN,3,5,0.06,2,2,0.1621,0.1392,0.9140
tr41,kNN,3,5,0.06,2,3,0.1621,0.1392,0.9143
tr41,kNN,3,5,0.04,0.2,1,0.1620,0.1392,0.9117
tr41,kNN,3,5,0.04,0.2,2,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.04,0.2,3,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.04,0.6,1,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.04,0.6,2,0.1620,0.1392,0.9071
tr41,kNN,3,5,0.04,0.6,3,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.04,0.8,1,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.04,0.8,2,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.04,0.8,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.04,1,1,0.1620,0.1392,0.9140
tr41,kNN,3,5,0.04,1,2,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.04,1,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.04,1.2,1,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.04,1.2,2,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.04,1.2,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.04,1.4,1,0.1620,0.1392,0.9133
tr41,kNN,3,5,0.04,1.4,2,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.04,1.4,3,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.04,2,1,0.1621,0.1392,0.9140
tr41,kNN,3,5,0.04,2,2,0.1621,0.1392,0.9140
tr41,kNN,3,5,0.04,2,3,0.1621,0.1392,0.9143
tr41,kNN,3,5,0.02,0.2,1,0.1620,0.1392,0.9117
tr41,kNN,3,5,0.02,0.2,2,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.02,0.2,3,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.02,0.6,1,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.02,0.6,2,0.1620,0.1392,0.9071
tr41,kNN,3,5,0.02,0.6,3,0.1620,0.1392,0.9120
tr41,kNN,3,5,0.02,0.8,1,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.02,0.8,2,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.02,0.8,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.02,1,1,0.1620,0.1392,0.9140
tr41,kNN,3,5,0.02,1,2,0.1620,0.1392,0.9122
tr41,kNN,3,5,0.02,1,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.02,1.2,1,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.02,1.2,2,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.02,1.2,3,0.1620,0.1392,0.9100
tr41,kNN,3,5,0.02,1.4,1,0.1620,0.1392,0.9133
tr41,kNN,3,5,0.02,1.4,2,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.02,1.4,3,0.1620,0.1392,0.9155
tr41,kNN,3,5,0.02,2,1,0.1621,0.1392,0.9140
tr41,kNN,3,5,0.02,2,2,0.1621,0.1392,0.9140
tr41,kNN,3,5,0.02,2,3,0.1621,0.1392,0.9143
tr41,kNN,3,10,0.1,0.2,1,0.1702,0.1387,0.9083
tr41,kNN,3,10,0.1,0.2,2,0.1702,0.1387,0.9083
tr41,kNN,3,10,0.1,0.2,3,0.1702,0.1387,0.9100
tr41,kNN,3,10,0.1,0.6,1,0.1704,0.1387,0.9083
tr41,kNN,3,10,0.1,0.6,2,0.1704,0.1387,0.9083
tr41,kNN,3,10,0.1,0.6,3,0.1702,0.1387,0.9085
tr41,kNN,3,10,0.1,0.8,1,0.1706,0.1389,0.9099
tr41,kNN,3,10,0.1,0.8,2,0.1706,0.1389,0.9099
tr41,kNN,3,10,0.1,0.8,3,0.1705,0.1387,0.9083
tr41,kNN,3,10,0.1,1,1,0.1707,0.1390,0.9100
tr41,kNN,3,10,0.1,1,2,0.1707,0.1390,0.9100
tr41,kNN,3,10,0.1,1,3,0.1707,0.1390,0.9111
tr41,kNN,3,10,0.1,1.2,1,0.1707,0.1390,0.9121
tr41,kNN,3,10,0.1,1.2,2,0.1707,0.1390,0.9121
tr41,kNN,3,10,0.1,1.2,3,0.1707,0.1390,0.9111
tr41,kNN,3,10,0.1,1.4,1,0.1718,0.1381,0.9148
tr41,kNN,3,10,0.1,1.4,2,0.1719,0.1383,0.9148
tr41,kNN,3,10,0.1,1.4,3,0.1707,0.1390,0.9121
tr41,kNN,3,10,0.1,2,1,0.1848,0.1548,0.9263
tr41,kNN,3,10,0.1,2,2,0.1816,0.1488,0.9256
tr41,kNN,3,10,0.1,2,3,0.1788,0.1452,0.9242
tr41,kNN,3,10,0.08,0.2,1,0.1702,0.1387,0.9083
tr41,kNN,3,10,0.08,0.2,2,0.1702,0.1387,0.9083
tr41,kNN,3,10,0.08,0.2,3,0.1702,0.1387,0.9100
tr41,kNN,3,10,0.08,0.6,1,0.1704,0.1387,0.9083
tr41,kNN,3,10,0.08,0.6,2,0.1705,0.1387,0.9083
tr41,kNN,3,10,0.08,0.6,3,0.1702,0.1387,0.9085
tr41,kNN,3,10,0.08,0.8,1,0.1705,0.1388,0.9099
tr41,kNN,3,10,0.08,0.8,2,0.1706,0.1389,0.9099
tr41,kNN,3,10,0.08,0.8,3,0.1705,0.1387,0.9083
tr41,kNN,3,10,0.08,1,1,0.1707,0.1390,0.9100
tr41,kNN,3,10,0.08,1,2,0.1707,0.1390,0.9100
tr41,kNN,3,10,0.08,1,3,0.1707,0.1390,0.9111
tr41,kNN,3,10,0.08,1.2,1,0.1707,0.1390,0.9121
tr41,kNN,3,10,0.08,1.2,2,0.1707,0.1390,0.9121
tr41,kNN,3,10,0.08,1.2,3,0.1707,0.1390,0.9111
tr41,kNN,3,10,0.08,1.4,1,0.1719,0.1382,0.9148
tr41,kNN,3,10,0.08,1.4,2,0.1723,0.1387,0.9148
tr41,kNN,3,10,0.08,1.4,3,0.1707,0.1390,0.9121
tr41,kNN,3,10,0.08,2,1,0.1838,0.1533,0.9267
tr41,kNN,3,10,0.08,2,2,0.1812,0.1481,0.9252
tr41,kNN,3,10,0.08,2,3,0.1779,0.1439,0.9242
tr41,kNN,3,10,0.06,0.2,1,0.1702,0.1387,0.9083
tr41,kNN,3,10,0.06,0.2,2,0.1702,0.1387,0.9083
tr41,kNN,3,10,0.06,0.2,3,0.1702,0.1387,0.9100
tr41,kNN,3,10,0.06,0.6,1,0.1704,0.1387,0.9083
tr41,kNN,3,10,0.06,0.6,2,0.1704,0.1387,0.9083
tr41,kNN,3,10,0.06,0.6,3,0.1702,0.1387,0.9085
tr41,kNN,3,10,0.06,0.8,1,0.1705,0.1388,0.9099
tr41,kNN,3,10,0.06,0.8,2,0.1705,0.1388,0.9099
tr41,kNN,3,10,0.06,0.8,3,0.1704,0.1387,0.9083
tr41,kNN,3,10,0.06,1,1,0.1707,0.1390,0.9100
tr41,kNN,3,10,0.06,1,2,0.1707,0.1390,0.9100
tr41,kNN,3,10,0.06,1,3,0.1707,0.1389,0.9123
tr41,kNN,3,10,0.06,1.2,1,0.1707,0.1390,0.9121
tr41,kNN,3,10,0.06,1.2,2,0.1707,0.1390,0.9121
tr41,kNN,3,10,0.06,1.2,3,0.1707,0.1389,0.9123
tr41,kNN,3,10,0.06,1.4,1,0.1722,0.1387,0.9148
tr41,kNN,3,10,0.06,1.4,2,0.1723,0.1386,0.9148
tr41,kNN,3,10,0.06,1.4,3,0.1707,0.1390,0.9121
tr41,kNN,3,10,0.06,2,1,0.1841,0.1541,0.9267
tr41,kNN,3,10,0.06,2,2,0.1815,0.1489,0.9256
tr41,kNN,3,10,0.06,2,3,0.1779,0.1438,0.9242
